name,location,industry,description,followers,linkedin_url
Publikey Sàrl,"Genève, Genève",Software Development,Blockchain for art and collectibles • Specialties: crypto art,181 followers,https://www.linkedin.com/company/publikeysarl/
Narwal,Bern,Public Relations and Communications Services,Narwal is a full-service public relations agency located in the heart of Switzerland's Crypto Valley with a focus on blockchain and fintech projects.,191 followers,https://www.linkedin.com/company/narwal-pr/
Center for Cryptoeconomics,Zürich,Research Services,"Innovating with economics, one block at a time • Specialties: crypto economics",142 followers,https://www.linkedin.com/company/cryptecon/
Areto Payment Processing Service AG,"Baar, Zug",Financial Services,"..., crypto curreny, retail, Nutra, etc... Although our focus is primarily on high-risk merchant accounts (onshore and offshore), we are also able to provide various...",128 followers,https://www.linkedin.com/company/areto-payment-processing-service-ag/
xUpery Ltd,"Zurich, Zurich",Information Technology & Services,...of next generation digital technologies.  Since 2017 xUpery is a member of the Crypto Valley Association.,73 followers,https://www.linkedin.com/company/xupery-ltd./
KryptoPal,Zug,Software Development,Specialties: Crypto Wallet,99 followers,https://www.linkedin.com/company/kryptopal/
CD Labs - Cryptodirect.ch,Genève,IT Services and IT Consulting,The Geneva Zero To One Web3 Launchpad - We Welcome Your Emerging Ideas | - crypto - blockchain - sustainablity - digital,119 followers,https://www.linkedin.com/company/cdlabs-cryptodirect/
🇨🇭JUWELIS Digital Systems AG 💎,"Feusisberg, Schwyz",Software Development,"Located near Zurich, Switzerland, JUWELIS Digital Systems AG specializes in blockchain, crypto finance and tokenization.",115 followers,https://www.linkedin.com/company/juwelis-digital/
Duplikium,Genève,Financial Services,The most flexible Cloud Trade Copier and Mirror Trading Platform on the market! • Specialties: Crypto,90 followers,https://www.linkedin.com/company/duplikium/
Codex Execution GmbH,"Zug, Zug",Business Consulting and Services,"...Crypto Accounting solution together with our partners.   We can guarantee our clients first-class Business support services such as Administration, HR, Inbound...",101 followers,https://www.linkedin.com/company/codex-execution-gmbh/
Bernegger Ventures,Zurich,Venture Capital and Private Equity Principals,"Bernegger Ventures is a private investment company supporting passionate entrepreneurs and their ventures (focusing on exponential technologies, crypto hedge funds and Bitcoin related startups).",111 followers,https://www.linkedin.com/company/bernegger-ventures/
AML Revisions AG,Zürich,Financial Services,Ihr Spezialist für Prüfungen in der Finanzbranche • Specialties: CRYPTO,67 followers,https://www.linkedin.com/company/aml-revisions-ag/
Bitcoin Academy,Geneva,Education Administration Programs,"BITCOIN ACADEMY DE GENEVE  Séminaires pour comprendre le bitcoin, les crypto-monnaies et leurs enjeux.",106 followers,https://www.linkedin.com/company/bitcoin-academy-ch/
Naikauskas Global Business Services,"Rotkreuz, Zug",Financial Services,"WHO WE ARE Naikauskas Global Business Services was established in canton Zug, Switzerland in 2012. Currently Zug is well known globally as the “Hot-Spot” for multinational companies as well as the “Crypto Valley” for hosting many various technology start-ups. At the beginning of company's operations, Naikauskas Global...",105 followers,https://www.linkedin.com/company/naikauskas-global-business-services/
Sparkbase AG,"Glattbrugg, Zürich",IT Services and IT Consulting,...office in Zurich and our startup-friendly partnership network including the neighboring Crypto Valley of Zug our app users are profiting of a multitude...,31 followers,https://www.linkedin.com/company/sparkbase-ag/
Comno Network,"Zurich, zurich","Technology, Information and Internet","Introducing comno token Blockchain first ever Self Institutional token bring change to the crypto-space on how we invest and make profit in the blockchain atmosphere, The network with the  first ever dump immune system, baked by reliable physical assets and equip with AI business Strategies eradicating the fear of who...",19 followers,https://www.linkedin.com/company/comno-network/
EtherCapital.com,Neuchâtel,Financial Services,Ether Capital is a closed-end multi-crypto private portfolio launched in May 2016 by its founder Gian Bochsler with a full two year track record,23 followers,https://www.linkedin.com/company/ethercapital-com/
Foton Bank,"Bern, Switzerland",Banking,.... The whole World and crypto society needs a new kind of bank — Cryptobank. FOTON BANK — will become one of the World’s first virtual cryptobank catering...,14 followers,https://www.linkedin.com/company/foton-bank/
OneUp Services GmbH,Zurich,Information Technology & Services,...IT Banking Backoffice with Crypto asset applications.,13 followers,https://www.linkedin.com/company/oneup-services-gmbh/
1stX (STO Issuance & Exchange Platform),"Zug, Switzerland",Capital Markets,STO Digital Asset Issuance & Exchange Platform • Specialties: Crypto Custody,15 followers,https://www.linkedin.com/company/1stx/
Swiss UniCryp AG,"Siebnen, Schwyz",Financial Services,The Swiss UniCryp AG is a Swiss based Fintech in the fields of automated trading software and crypto currencies.  The success of our software is based on decades of experience of our developers team in the global financial markets.  We are based near Zug in Switzerland - the global hub for fintech and blockchain...,27 followers,https://www.linkedin.com/company/swiss-uni-cryp/
Alexa Glod Coin- Next Generation Cryptocurrency,"Stansstad, Nidwalden",Information Services,"Alexa Gold Coin has the aspiration to enable truly free trade on global scale. An ecommerce based Crypto-Currency from Zug, Switzerland. The company envisions a global economy in which all the participant can conduct business with each other peacefully, privately & efficiently.  The next generation of crypto-currency...",30 followers,https://www.linkedin.com/company/alexa-glod-coin-next-generation-cryptocurrency/
Gamut Corporate,"Steinhausen, Zug",Business Consulting and Services,"...Corporate offices are based in Canton Zug, the heart of Swiss Crypto Valley and the hub for FinTec, Pharmaceutical and other international companies.   Our...",24 followers,https://www.linkedin.com/company/gamutcorporate/
swissbit,"Lausanne, Vaud",Financial Services,SwissBit is an AI-driven Automated Crypto Portfolio Management service.,0 followers,https://www.linkedin.com/company/swissbit/
Suisse Blockchain,Chur,Blockchain Services,"Suisse Blockchain is the first web3 blockchain startup accelerator in the Swiss Crypto Valley.   Through vetting, incubation, and startup acceleration, we shape the future of our digital industry.  All of our links: lintr.ee/suisseblockchain",1K followers,https://www.linkedin.com/company/suisse-blockchain/
Helveteq AG,"Pfaeffikon, Schwyz",Financial Services,"...the issuer of ESG-transparent and carbon-neutral crypto investment products, with an outstanding international network.    We offer Exchange Traded Products...",1K followers,https://www.linkedin.com/company/helveteq/
OLI Investissements SA,"Lausanne, vaud",Investment Banking,"Notre objectif, vous permettre d’accroitre et de développer votre patrimoine immobilier et boursier • Specialties: Crypto monnaies",1K followers,https://www.linkedin.com/company/oli-investissements-sa/
Capital Système Investissements S.A,"Geneva, GE",Financial Services,"...European Growth to offer to crypto investors, stable investments solutions.",1K followers,https://www.linkedin.com/company/capital-systeme-investissements/
Benchcrowd AG,Zug,IT Services and IT Consulting,"* Owned by network members where the buy-in can only be earned by            one’s performance and commitment * Letting organizations complement with outsourced talent as well as assets in a truly agile and borderless manner * Our proprietary web platform and crypto assets empower real time connectivity, smoother...",248 followers,https://www.linkedin.com/company/benchcrowd/
BrightNode,"Mendrisio, Ticino",Business Consulting and Services,"...extensive experience in: - Web3 Strategic Advice - Consulting on Token Economics   - Marketing Strategy for the Crypto Community.  In particular we provide: - Tokenomics design: GameFi, SocialFi, NFTs, Metaverse & Land, DAO, Ecosystem. - NFTs consulting + token creation and sale - Whitepaper and Litepaper for crypto projects...",1K followers,https://www.linkedin.com/company/brightnode/
i.AM Lab,"Zurich, Zürich",Think Tanks,"We partner with you to shape the future of investing. From digital experiences to digital assets, from finance to art • Specialties: crypto",1K followers,https://www.linkedin.com/company/iam-lab/
SmartCredit.io,"Zürich, Zürich",Banking,"AI-driven self-custodial neobank
- Borrow fixed-interest, fixed-term
- Lend via FIFs
- AI-based transaction monitoring • Specialties: crypto finance",1K followers,https://www.linkedin.com/company/smartcredit-io/
Metacourt AG,Zurich,Computer Games,"NFT collectibles, DAO fund, GameFi & metaverse, crypto assets tokenization.",1K followers,https://www.linkedin.com/company/metacourtgg/
Guardians of the Blockchain | GBC.AI,Brisbane,Blockchain Services,Guardians of the Blockchain create Blockchain Security. We believe everyone deserves a safe Web3 experience • Specialties: crypto,987 followers,https://www.linkedin.com/company/blockchain-guardians/
Block Chain Network,"Morges, Vaud",Investment Management,"We are a team of professionals dedicated to the crypto asset's area since 2013. Our domain of expertises goes from the fundational block chain's technology throug the evaluation of crypto assets, e.g. crypto tokens (ICO), crypto currencies and so on.",417 followers,https://www.linkedin.com/company/blockchainnetwork/
LAPO BLOCKCHAIN AG,Zug,Financial Services,Payment and money transfer platform with its own stablecoin. Made in Crypto Valley.,527 followers,https://www.linkedin.com/company/lapo-blockchain/
